image_name,mean_msp,mean_entropy,mean_energy,p95_entropy,p05_msp
000000000139.jpg,0.7259246110916138,1.035500407218933,-3.2642154693603516,2.0929086208343506,0.306691437959671
000000000285.jpg,0.7381340861320496,1.0171124935150146,-3.157926082611084,2.1848883628845215,0.3304814100265503
000000000632.jpg,0.8199619054794312,0.7545671463012695,-3.718008518218994,1.8759511709213257,0.3997936546802521
000000000724.jpg,0.8228309750556946,0.7244775891304016,-3.8229522705078125,2.058253526687622,0.35979583859443665
000000000776.jpg,0.6797099113464355,1.1864453554153442,-2.7911128997802734,2.228065252304077,0.2974224388599396
000000000785.jpg,0.81467604637146,0.7686057090759277,-3.7796735763549805,1.9501819610595703,0.3848120868206024
000000000802.jpg,0.7915875315666199,0.8514836430549622,-3.4182257652282715,1.771236538887024,0.43355298042297363
000000000872.jpg,0.8728040456771851,0.5701130628585815,-4.117003917694092,1.6000308990478516,0.4870131313800812
000000000885.jpg,0.6874978542327881,1.1432267427444458,-3.122007369995117,2.137359142303467,0.2878536283969879
000000001000.jpg,0.842031717300415,0.6670339107513428,-3.8685429096221924,1.6369364261627197,0.4763370752334595
000000001268.jpg,0.8044484257698059,0.7883738875389099,-3.560600996017456,1.913450837135315,0.4018127918243408
000000001296.jpg,0.6884317994117737,1.2042250633239746,-3.033271312713623,2.1780436038970947,0.31205615401268005
000000001353.jpg,0.7263339757919312,1.042805790901184,-3.3108444213867188,2.3530471324920654,0.24001508951187134
000000001425.jpg,0.6703212261199951,1.2474040985107422,-2.972022771835327,2.288156509399414,0.2789352536201477
000000001490.jpg,0.9394741058349609,0.3532741665840149,-4.348911285400391,0.6662651896476746,0.8813449740409851
000000001503.jpg,0.8179765343666077,0.7495585083961487,-3.7658700942993164,1.9227734804153442,0.3740105628967285
000000001532.jpg,0.8111013770103455,0.7543110251426697,-3.793604612350464,1.920728325843811,0.38784274458885193
000000001584.jpg,0.8935911655426025,0.5047031044960022,-4.171180725097656,1.2802091836929321,0.5840822458267212
000000001675.jpg,0.7588666081428528,0.9507502317428589,-3.209407329559326,1.884329080581665,0.3915114402770996
000000001761.jpg,0.7976012229919434,0.8171207904815674,-3.713555097579956,2.129568576812744,0.3216947615146637
000000001818.jpg,0.703366756439209,1.1223315000534058,-3.063945770263672,2.252431869506836,0.2705318331718445
000000001993.jpg,0.8866311311721802,0.543502688407898,-4.033622741699219,1.5114731788635254,0.5300154685974121
000000002006.jpg,0.8020457029342651,0.7989494204521179,-3.5909013748168945,1.9215291738510132,0.3904884457588196
000000002149.jpg,0.7148011922836304,1.0864038467407227,-3.062882900238037,1.874864101409912,0.3971783518791199
000000002153.jpg,0.8398387432098389,0.6783859729766846,-3.873971462249756,1.551931619644165,0.49121442437171936
000000002157.jpg,0.7518182992935181,0.9839729070663452,-3.329596519470215,2.1356046199798584,0.3357671797275543
000000002261.jpg,0.8258270025253296,0.6915285587310791,-3.930266857147217,1.8398061990737915,0.3956393003463745
000000002299.jpg,0.7461528778076172,0.957319974899292,-3.4212207794189453,1.9576343297958374,0.3509818911552429
000000002431.jpg,0.7208578586578369,1.0687165260314941,-3.1932549476623535,2.1907172203063965,0.31628450751304626
000000002473.jpg,0.8275705575942993,0.7999545931816101,-3.688289165496826,1.7584869861602783,0.46522974967956543
000000002532.jpg,0.8132174611091614,0.8245658874511719,-3.5370192527770996,1.863144040107727,0.42443475127220154
000000002587.jpg,0.6984318494796753,1.1525132656097412,-2.946319103240967,2.1274404525756836,0.32826998829841614
000000002592.jpg,0.7000293731689453,1.1396210193634033,-3.085313320159912,2.219130754470825,0.3002730906009674
000000002685.jpg,0.679951548576355,1.2093172073364258,-3.0402162075042725,2.2250523567199707,0.2954637408256531
000000002923.jpg,0.8394004106521606,0.6769862174987793,-4.009098052978516,1.7262604236602783,0.43160226941108704
000000003156.jpg,0.6716241836547852,1.222393274307251,-2.9970831871032715,2.3222434520721436,0.25070154666900635
000000003255.jpg,0.7764116525650024,0.9072164297103882,-3.5540709495544434,2.1460611820220947,0.31747668981552124
000000003501.jpg,0.6310257911682129,1.355591058731079,-2.717958688735962,2.277852773666382,0.28472310304641724
000000003553.jpg,0.7768206596374512,0.8944637179374695,-3.4812586307525635,1.9895193576812744,0.3822832405567169
000000003661.jpg,0.6092625856399536,1.3955320119857788,-2.7589967250823975,2.2452194690704346,0.2680252194404602
